X1,X2,Class
0.7554139823981354,0.2152685809694434,0
-0.8810470922015694,0.2950799597862399,1
1.0576331832046142,-0.7914888094778855,1
-0.23833536546732603,1.9321781695813465,2
1.3829972488529256,-0.022460873511426515,2
-1.5533423394310608,-0.3192978018201611,2
-0.21754548049047615,2.6377912107038637,2
0.8161272333600409,1.8935344675962007,2
0.9244428673433661,-0.06124629986631457,1
0.2885813223432078,-0.5425795169067793,0
-1.703012774113238,0.3937105991386652,2
0.16452954293239852,-0.4300956908764876,0
0.8210479561079149,2.0978007807716916,2
0.3938922629126754,-0.9500255347962833,1
0.5810733206206065,2.7638440798495663,2
0.503591759111203,0.2852956847818571,0
1.0031403620449315,1.0786735513204067,2
0.6078621862094797,-1.080096483157591,1
0.06198845052177757,-1.0275156732178674,1
-1.0278505586819058,-0.5847182112607883,1
0.0235045858853947,0.553776977863366,0
1.0475785728927218,1.0459382556276653,2
1.3181515541801367,-0.4693052847058996,2
0.7138407711950433,0.13337096219412198,0
0.2990705295943764,1.076540643846122,1
0.2395559950038969,0.15122662929444983,0
0.5367838249027502,-0.7438303679362013,1
1.8638010621325043,-1.7122739244712557,2
-0.6837898224310078,1.0572033312141293,1
-1.4070845457432255,0.12678118632697175,2
0.03187997356903155,1.3431824575289413,1
-0.9742363337673154,-0.07034487710410242,1
1.0338007325554992,-2.4004536338122957,2
-0.8070383084728134,-0.3420107818792151,1
-0.16113690824405888,0.8891574940728737,1
1.126385822137273,0.2471117161577363,1
-0.8388429214202899,0.5539212514397202,1
0.1934642338198724,-0.49674493786490903,0
-0.31956139984023146,-0.6199930877212022,0
0.6941032876787643,0.6786296737098565,1
0.9533241281124304,-2.0212548201949705,2
0.555877426385625,-0.6818813054911307,1
0.405453411570191,0.2890919409800353,0
1.2723950785462097,-1.4495666088633876,2
-0.42782610997202053,1.498569955138537,2
-1.0689887834801322,-0.5118813091268151,1
0.24779219974854666,-0.8971567844396987,1
1.5727427457558043,-0.10465157484776595,2
0.0037598477954959237,-1.2689942560733918,1
-1.392054077493087,1.1539222406122254,2
1.1768124501049289,-0.524336102632456,1
1.850397801609901,-0.3333504267494006,2
0.156998376446689,-0.5714553510797893,0
-1.0713686714550896,-0.04846050255238326,1
0.4402663916687296,0.6889718563269422,0
-1.7421376305949654,-0.09443480774144415,2
-0.3202038822408791,-0.9161988612665409,1
0.13968327403129469,-0.22301898188247601,0
0.6755540851223808,-1.8170272265901968,2
0.841008794931391,-1.4458100770443063,2
-0.24843205438084665,-0.6177066479970167,0
-0.5246273459284702,0.07187803937036874,0
-0.36015657086902797,-0.45824038933749284,0
0.3537692939966397,-0.27559363376768226,0
0.047071635325711084,0.3948442093272043,0
0.6396327631937027,-0.9620288319051914,1
1.9107594272771828,0.7879646831376144,2
-0.2757737286563052,0.5004829001543722,0
-1.154600965389669,-1.2680690503770815,2
-1.4019732815008439,-0.10091819994891389,2
-2.14785503764361,-1.347532513457755,2
1.4599274815852936,1.0154054578125205,2
0.22636322725170696,-2.0786178937021753,2
-0.7558621756229088,-0.8811117326479355,1
0.33250662216224913,0.5289444088560467,0
0.3631773475444523,1.8936798255518426,2
0.3635645568066484,-0.014752111804594866,0
1.5294006744839312,0.20545485392597962,2
0.5657383060625951,1.5456588046255575,2
0.7025622240016004,-0.850346271655115,1
-0.9381526140931042,-1.2390715625947926,2
0.4255305913978583,-0.9807243575005858,1
0.2912053597430635,0.5665336963535724,0
0.7974354194278735,-0.379810784047379,1
-0.3978402281999914,0.3374376536139724,0
0.07619958783723642,-0.5664459304649568,0
-2.12362024909293,-0.33350244043324745,2
0.7009077309156047,0.9841880707224154,1
0.8165939265478418,-0.08194705182666534,0
1.1043515698603126,-0.43154951551604476,1
-0.781105283625392,-0.4680176663374855,1
1.150035724719818,0.9919460223426778,2
-0.48575274428280835,0.3876744557775985,0
0.30796885521603423,-0.20849876310587975,0
0.3862536891890525,0.8227753737653734,1
1.2245743551261743,-1.2811082751440426,2
-0.9262543135302259,2.0078429507780005,2
-1.2476529230512328,0.24945521515244942,1
-0.7205887333650116,0.8871629403077386,1
-0.4145048435321895,-1.4257947334380214,2
-0.7310333425852061,-1.0227737046951428,1
0.4112040207072239,0.8907649561731171,1
0.6287758265382943,0.18649434877307466,0
0.170296895326288,-1.7517059477920245,2
1.3211056154702059,0.15263055220453448,1
-2.0852656421201097,1.9302467674655757,2
